task,activity,pdf_path,error,F,O,T,E,R,C,B,name,id
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/1603.pdf,,,,,,,,,One legged animal,ae4f2-1603
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/1636.pdf,,,,,,,,,,ae4f2-1636
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/1662.pdf,,,,,,,,,,ae4f2-1662
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/1925.pdf,,,,,,,,,Cat,ae4f2-1925
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/2082.pdf,,,,,,,,,Swirly,ae4f2-2082
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/2257.pdf,,,,,,,,,,ae4f2-2257
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/2420.pdf,,,,,,,,,Onto teaching to slide…,ae4f2-2420
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/2704.pdf,,,,,,,,,Jesus,ae4f2-2704
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/5224.pdf,,,,,,,,,,ae4f2-5224
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/5611.pdf,,,,,,,,,,ae4f2-5611
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/6754.pdf,,,,,,,,,Sweet treats,ae4f2-6754
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/7183.pdf,,,,,,,,,No change,ae4f2-7183
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/7439.pdf,,,,,,,,,,ae4f2-7439
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/7466.pdf,,,,,,,,,Balloon head,ae4f2-7466
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/7540.pdf,,,,,,,,,Bee,ae4f2-7540
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/7844.pdf,,,,,,,,,Life goes on,ae4f2-7844
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/7851.pdf,,,,,,,,,Conch,ae4f2-7851
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/7885.pdf,,,,,,,,,,ae4f2-7885
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/8117.pdf,,,,,,,,,Love is in the air,ae4f2-8117
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/8159.pdf,,,,,,,,,,ae4f2-8159
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/8177.pdf,,,,,,,,,Snail snake,ae4f2-8177
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/8178.pdf,,,,,,,,,,ae4f2-8178
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/8292.pdf,,,,,,,,,Shelll,ae4f2-8292
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/8337.pdf,,,,,,,,,Baby carriage,ae4f2-8337
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/8621.pdf,,,,,,,,,,ae4f2-8621
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/8743.pdf,,,,,,,,,I'll never tell,ae4f2-8743
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/8900.pdf,,,,,,,,,,ae4f2-8900
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/8956.pdf,,,,,,,,,Conch shell,ae4f2-8956
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/9107.pdf,,,,,,,,,,ae4f2-9107
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/9287.pdf,,,,,,,,,Dizzy,ae4f2-9287
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/9441.pdf,,,,,,,,,,ae4f2-9441
bookletb,activity2f,../../data/ttct_figural/Mills Sunday PM TTCT E0L4SS12/66985.pdf,,1,0,0,6,1,1,,Snail,beb93-66985
bookletb,activity2f,../../data/ttct_figural/Mills Sunday PM TTCT E0L4SS12/68319.pdf,,,,,,,,,,beb93-68319
bookletb,activity2f,../../data/ttct_figural/Mills Sunday PM TTCT E0L4SS12/69420.pdf,,1,0,0,3,2,2,,Snail,beb93-69420
bookletb,activity2f,../../data/ttct_figural/Mills Sunday PM TTCT E0L4SS12/76140.pdf,,1,0,2,7,2,2,,Pimp my snail',beb93-76140
bookletb,activity2f,../../data/ttct_figural/Mills Sunday PM TTCT E0L4SS12/78031.pdf,,1,1,2,2,1,1,,Raindrops make a flood,beb93-78031
bookletb,activity2f,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/0355.pdf,,,,,,,,,,c8959-0355
bookletb,activity2f,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/0547.pdf,,1,1,2,3,1,1,,We be burning,c8959-0547
bookletb,activity2f,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/1305.pdf,,,,,,,,,,c8959-1305
bookletb,activity2f,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/1596.pdf,,1,0,2,4,1,0,,Confused swirl,c8959-1596
bookletb,activity2f,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/1650.pdf,,1,0,0,4,1,0,,Snail,c8959-1650
bookletb,activity2f,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/1927.pdf,,1,1,0,0,1,1,,Damsh,c8959-1927
bookletb,activity2f,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/1944.pdf,,1,0,0,0,1,0,,Whirlpool,c8959-1944
bookletb,activity2f,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/1945.pdf,,,,,,,,,,c8959-1945
bookletb,activity2f,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/5758.pdf,,1,0,2,2,1,0,,The at sign & line,c8959-5758
bookletb,activity2f,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/7184.pdf,,,,,,,,,,c8959-7184
bookletb,activity2f,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/7799.pdf,,1,0,0,0,1,0,,Swirl,c8959-7799
bookletb,activity2f,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/9099.pdf,,,,,,,,,,c8959-9099
bookletb,activity2f,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/9126-3126.pdf,,,,,,,,,,c8959-9126-3126
bookletb,activity2f,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/9836.pdf,,1,0,1,0,0,0,,Letter c,c8959-9836
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/64783-UM.pdf,,1,0,3,0,1,0,0,Hurricane Irene,d5073-64783-UM
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/65960-UM.pdf,,,,,,,,,,d5073-65960-UM
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/67200-UM.pdf,,,,,,,,,,d5073-67200-UM
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/69412-UM.pdf,,1,1,3,4,0,2,,Helicopter gone,d5073-69412-UM
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/70686-UM.pdf,,1,1,0,0,1,0,0,Wave,d5073-70686-UM
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/70689-UM.pdf,,,,,,,,,,d5073-70689-UM
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/71565_UM.pdf,,1,1,3,0,1,0,0,Hurricane forming,d5073-71565_UM
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/71584-UM.pdf,,1,1,0,4,0,1,0,A ghost,d5073-71584-UM
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/75048-UM.pdf,,,,,,,,,,d5073-75048-UM
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/75422-UM.pdf,,,,,,,,,,d5073-75422-UM
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/75497-UM.pdf,,1,1,3,2,1,1,0,The e shaped roller coaster,d5073-75497-UM
bookletb,activity2f,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/75575-UM.pdf,,,,,,,,,,d5073-75575-UM
bookletb,activity2f,../../data/ttct_figural/TTCT Pre Ass SS2011/1601.pdf,,1,0,0,2,2,1,,Snail,d8053-1601
bookletb,activity2f,../../data/ttct_figural/TTCT Pre Ass SS2011/2416.pdf,,1,1,2,5,1,1,,Sperms tring to enter egg,d8053-2416
bookletb,activity2f,../../data/ttct_figural/TTCT Pre Ass SS2011/2771.pdf,,1,1,0,5,1,1,,Wave,d8053-2771
bookletb,activity2f,../../data/ttct_figural/TTCT Pre Ass SS2011/3939.pdf,,1,1,1,0,0,0,,Musical note,d8053-3939
bookletb,activity2f,../../data/ttct_figural/TTCT Pre Ass SS2011/5879.pdf,,,,,,,,,,d8053-5879
bookletb,activity2f,../../data/ttct_figural/TTCT Pre Ass SS2011/6128.pdf,,1,0,0,4,1,1,,Sloin,d8053-6128
bookletb,activity2f,../../data/ttct_figural/TTCT Pre Ass SS2011/7218.pdf,,,,,,,,,,d8053-7218
bookletb,activity2f,../../data/ttct_figural/TTCT Pre Ass SS2011/7261.pdf,,1,1,1,1,1,1,,Eye ball,d8053-7261
bookletb,activity2f,../../data/ttct_figural/TTCT Pre Ass SS2011/8246.pdf,,1,0,2,3,1,1,,I see you,d8053-8246
bookletb,activity2f,../../data/ttct_figural/TTCT Pre Ass SS2011/8724.pdf,,1,1,2,0,0,0,,The clouds above,d8053-8724
bookletb,activity2f,../../data/ttct_figural/TTCT Pre Ass SS2011/9654.pdf,,1,1,0,0,0,0,,Lips,d8053-9654
bookletb,activity2f,../../data/ttct_figural/TTCT Pre Ass SS2011/RD-NP-11611.pdf,,1,1,0,0,1,0,,Cyclone,d8053-RD-NP-11611
bookletb,activity2f,../../data/ttct_figural/FS II Post Test TTCT Thu Am-MC Common/67842_Unmatched.pdf,,1,1,2,0,0,1,0,Music,dee97-67842_Unmatched
bookletb,activity2f,../../data/ttct_figural/FS II Post Test TTCT Thu Am-MC Common/75119_Unmatched.pdf,,1,0,0,0,1,0,0,Spiral,dee97-75119_Unmatched
bookletb,activity2f,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/32761.pdf,,1,1,1,0,2,2,,Baby in the womb,e49cb-32761
bookletb,activity2f,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/52578.pdf,,1,1,0,0,0,0,,Cloud,e49cb-52578
bookletb,activity2f,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/68082.pdf,,,,,,,,,,e49cb-68082
bookletb,activity2f,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/69371.pdf,,,,,,,,,Letter A,e49cb-69371
bookletb,activity2f,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/70441.pdf,,1,1,0,1,1,0,,Mrs Pac Mac Man,e49cb-70441
bookletb,activity2f,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/71316.pdf,,,,,,,,,Hope,e49cb-71316
bookletb,activity2f,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/71488.pdf,,,,,,,,,,e49cb-71488
bookletb,activity2f,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/71596.pdf,,1,1,1,0,2,0,,Baby in mom's womb,e49cb-71596
bookletb,activity2f,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/73133.pdf,,1,1,0,0,1,0,,Shell,e49cb-73133
bookletb,activity2f,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/74440.pdf,,,,,,,,,,e49cb-74440
bookletb,activity2f,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/75666.pdf,,1,1,1,0,0,0,,Sausage reducer,e49cb-75666
bookletb,activity2f,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/75926.pdf,,,,,,,,,,e49cb-75926
bookletb,activity2f,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/76486.pdf,,,,,,,,,Alphabet,e49cb-76486
bookletb,activity2f,../../data/ttct_figural/FRI AM Gumbs TTCT/62203-68203.pdf,,1,0,3,2,1,0,,Dizzy,e576a-62203-68203
bookletb,activity2f,../../data/ttct_figural/FRI AM Gumbs TTCT/62274.pdf,,,,,,,,,,e576a-62274
bookletb,activity2f,../../data/ttct_figural/FRI AM Gumbs TTCT/63183.pdf,,1,0,1,3,1,0,,Perfect cursive,e576a-63183
bookletb,activity2f,../../data/ttct_figural/FRI AM Gumbs TTCT/66083.pdf,,1,1,2,5,2,1,,Rhiny the Rhino,e576a-66083
bookletb,activity2f,../../data/ttct_figural/FRI AM Gumbs TTCT/70223.pdf,,,,,,,,,,e576a-70223
bookletb,activity2f,../../data/ttct_figural/FRI AM Gumbs TTCT/71208.pdf,,1,0,1,1,2,1,,The Big C!,e576a-71208
bookletb,activity2f,../../data/ttct_figural/FRI AM Gumbs TTCT/71510.pdf,,1,0,1,10,1,1,,My snail,e576a-71510
bookletb,activity2f,../../data/ttct_figural/FRI AM Gumbs TTCT/72633.pdf,,1,1,2,6,1,1,,Swirly drip,e576a-72633
bookletb,activity2f,../../data/ttct_figural/FRI AM Gumbs TTCT/73322.pdf,,1,0,1,4,2,1,,It's a girl!,e576a-73322
bookletb,activity2f,../../data/ttct_figural/FRI AM Gumbs TTCT/74433.pdf,,1,0,0,2,1,0,,Snail,e576a-74433
bookletb,activity2f,../../data/ttct_figural/FRI AM Gumbs TTCT/74592.pdf,,,,,,,,,,e576a-74592
bookletb,activity2f,../../data/ttct_figural/FRI AM Gumbs TTCT/74909.pdf,,,,,,,,,,e576a-74909
bookletb,activity2f,../../data/ttct_figural/FRI AM Gumbs TTCT/75072.pdf,,1,1,2,3,2,1,,Trapped in a maze,e576a-75072
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/53433.pdf,,1,1,1,1,0,1,,Golf club,f43c7-53433
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/63869.pdf,,1,1,1,1,1,0,,Broken glass spills water,f43c7-63869
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/67808.pdf,,1,1,1,1,1,0,,Choopy bud,f43c7-67808
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/71542.pdf,,1,0,0,0,0,0,,Monkey,f43c7-71542
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/74369.pdf,,1,1,0,0,0,0,,Tulip,f43c7-74369
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/74804.pdf,,1,1,2,2,1,1,,Bittle star,f43c7-74804
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/74951.pdf,,1,0,0,0,0,0,,Swirl,f43c7-74951
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/76543.pdf,,1,1,1,0,0,0,,Quote it!',f43c7-76543
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/77829.pdf,,,,,,,,,,f43c7-77829
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/78819.pdf,,,,,,,,,,f43c7-78819
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/78888.pdf,,1,1,0,0,0,0,,Loly pop,f43c7-78888
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/79047.pdf,,1,0,2,2,1,1,,Gary the snail,f43c7-79047
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/79207.pdf,,,,,,,,,I wonder,f43c7-79207
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/79277.pdf,,,,,,,,,,f43c7-79277
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/80188.pdf,,1,1,1,0,0,0,,A shell,f43c7-80188
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/80287.pdf,,1,0,0,1,1,0,,Snail,f43c7-80287
bookletb,activity2f,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/NONAME.pdf,,1,0,1,2,0,0,,The letter e!,f43c7-NONAME
bookletb,activity2f,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/67159.pdf,,1,1,0,0,1,1,,Whilks,f520c-67159
bookletb,activity2f,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/69221.pdf,,,,,,,,,,f520c-69221
bookletb,activity2f,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/73294.pdf,,1,0,0,1,2,1,,Circular Square C,f520c-73294
bookletb,activity2f,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/77803.pdf,,1,1,0,0,1,1,,Letter C (as in cat),f520c-77803
bookletb,activity2f,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/77942.pdf,,1,1,1,0,2,1,,Surf hole,f520c-77942
bookletb,activity2f,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/77966.pdf,,1,1,0,0,1,1,,Peach,f520c-77966
bookletb,activity2f,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/78234.pdf,,1,0,1,2,2,0,,Snail life,f520c-78234
bookletb,activity2f,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/78393.pdf,,1,0,0,0,1,0,,Squidward,f520c-78393
bookletb,activity2f,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/78460.pdf,,,,,,,,,,f520c-78460
bookletb,activity2f,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/78523.pdf,,1,1,1,0,1,1,,Cat's tail,f520c-78523
bookletb,activity2f,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/79095.pdf,,1,0,1,0,2,0,,The letter C,f520c-79095
bookletb,activity2f,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/79307.pdf,,,,,,,,,,f520c-79307
bookletb,activity2f,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/80011.pdf,,1,1,1,1,1,1,,Millipede,f520c-80011
bookletb,activity2f,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/80132.pdf,,,,,,,,,,f520c-80132
bookletb,activity2f,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/RD-19111512.pdf,,1,1,1,2,1,1,,Wake me up inside,f520c-RD-19111512
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/67226.pdf,,1,0,1,2,2,1,,Whirl pool,fc15b-67226
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/69826.pdf,,,,,,,,,,fc15b-69826
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/70338.pdf,,1,1,0,7,2,1,,,fc15b-70338
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/73717.pdf,,1,1,1,2,1,1,,Sweet sweet candy,fc15b-73717
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/73791.pdf,,,,,,,,,Good kity?,fc15b-73791
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/74059.pdf,,,,,,,,,,fc15b-74059
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/74193.pdf,,1,0,1,5,2,1,,The snail,fc15b-74193
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/74248.pdf,,1,0,0,2,0,0,,,fc15b-74248
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/74340.pdf,,,,,,,,,,fc15b-74340
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/74429.pdf,,,,,,,,,,fc15b-74429
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/74634.pdf,,,,,,,,,,fc15b-74634
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/74672.pdf,,,,,,,,,,fc15b-74672
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/74836.pdf,,1,0,0,1,0,0,,,fc15b-74836
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/75857.pdf,,1,0,1,9,2,1,,Mr. Snail,fc15b-75857
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/76123.pdf,,1,1,3,2,0,1,,The world biggest lolipop,fc15b-76123
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/76524.pdf,,,,,,,,,,fc15b-76524
bookletb,activity2f,../../data/ttct_figural/McCammon FRI PM TTCT Pre/76557.pdf,,1,1,3,2,2,2,,The element of water,fc15b-76557
bookletb,activity2g,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/49769.pdf,,,,,,,,,,01121-49769
bookletb,activity2g,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/72318.pdf,,1,1,1,2,0,1,,A candy,01121-72318
bookletb,activity2g,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/72950.pdf,,,,,,,,,,01121-72950
bookletb,activity2g,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/74133.pdf,,1,0,0,7,1,1,,Escargot,01121-74133
bookletb,activity2g,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/74506.pdf,,1,1,1,1,0,1,,The magic carpet,01121-74506
bookletb,activity2g,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/74652.pdf,,,,,,,,,,01121-74652
bookletb,activity2g,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/74741.pdf,,,,,,,,,,01121-74741
bookletb,activity2g,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/74745.pdf,,1,1,2,0,0,1,,Trees at the first stage,01121-74745
bookletb,activity2g,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/74945.pdf,,1,1,1,4,1,2,,The boxer,01121-74945
bookletb,activity2g,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/75174.pdf,,1,1,1,1,1,1,,The music sign,01121-75174
bookletb,activity2g,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/75426.pdf,,,,,,,,,,01121-75426
bookletb,activity2g,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/75590.pdf,,,,,,,,,,01121-75590
bookletb,activity2g,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/75617.pdf,,,,,,,,,,01121-75617
bookletb,activity2g,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/75930.pdf,,1,1,3,2,2,1,,Bored!!!,01121-75930
bookletb,activity2g,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/76893.pdf,,,,,,,,,Name,01121-76893
bookletb,activity2g,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/77244.pdf,,1,0,1,3,2,1,,Promise land,01121-77244
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/0694.pdf,,,,,,,,,,055ec-0694
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/0921.pdf,,1,1,0,2,0,1,,Crosant,055ec-0921
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/0979.pdf,,1,1,3,3,1,1,,The other half of you,055ec-0979
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/1172.pdf,,,,,,,,,,055ec-1172
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/1304.pdf,,1,0,0,0,0,0,,Snail,055ec-1304
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/1367.pdf,,1,0,1,0,0,0,,Letter G,055ec-1367
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/1556.pdf,,1,1,1,0,0,0,,Boxing g love,055ec-1556
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/1561.pdf,,,,,,,,,,055ec-1561
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/1727.pdf,,,,,,,,,,055ec-1727
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/6368.pdf,,1,0,0,0,0,0,,Six,055ec-6368
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/6397.pdf,,1,0,2,10,2,2,,The king',055ec-6397
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/9558.pdf,,,,,,,,,,055ec-9558
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/34179.pdf,,,,,,,,,,06d28-34179
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/73874.pdf,,1,1,1,2,0,0,0,Little worm,06d28-73874
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/74020.pdf,,,,,,,,,,06d28-74020
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/74844.pdf,,1,1,3,9,0,2,0,Mama don't like,06d28-74844
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/75133.pdf,,,,,,,,,,06d28-75133
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/75440.pdf,,1,1,0,4,1,1,0,Shell,06d28-75440
